"Bus Table (SPI (with CS): 8 Bit, MSB, Clk = D0, MOSI = D1, MISO = D2, CS = D3)"
"gg"
Frame,Mark,Start Time in s,Source,Length,Data,State
4547,,28.80549600e-3,MISO,2,0x07FF,OK
4548,,28.82508000e-3,MOSI,2,0x1226,OK
4549,,28.82508000e-3,MISO,2,0xFFFE,OK
4550,,28.84466400e-3,MOSI,2,0x020C,OK
4551,,28.84466400e-3,MISO,2,0x01FF,OK
4552,,28.86405600e-3,MOSI,2,0x1A87,OK
4553,,28.86405600e-3,MISO,2,0xFFFF,OK
4554,,28.88364000e-3,MOSI,2,0x8800,OK
4555,,28.88364000e-3,MISO,2,0xFFFF,OK
4556,,28.90303200e-3,MOSI,2,0x0200,OK
4557,,28.90303200e-3,MISO,2,0xFFFF,OK
4558,,28.92261600e-3,MOSI,2,0x9400,OK
4559,,28.92261600e-3,MISO,2,0xFFFF,OK
4560,,28.94200800e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4561,,28.94200800e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4562,,29.24056800e-3,MOSI,2,0x9800,OK
4563,,29.24056800e-3,MISO,2,0xF800,OK
4564,,29.26015200e-3,MOSI,2,0x0200,OK
4565,,29.26015200e-3,MISO,2,0x01FF,OK
4566,,29.27954400e-3,MOSI,2,0x087F,OK
4567,,29.27954400e-3,MISO,2,0xFFFF,OK
4568,,29.29912800e-3,MOSI,2,0x1480,OK
4569,,29.29912800e-3,MISO,2,0x0F80,OK
4570,,29.31852000e-3,MOSI,2,0x1A07,OK
4571,,29.31852000e-3,MISO,2,0x07FF,OK
4572,,29.33810400e-3,MOSI,2,0x1226,OK
4573,,29.33810400e-3,MISO,2,0xFFFE,OK
4574,,29.35749600e-3,MOSI,2,0x020C,OK
4575,,29.35749600e-3,MISO,2,0x01FF,OK
4576,,29.37708000e-3,MOSI,2,0x1A87,OK
4577,,29.37708000e-3,MISO,2,0xFFFF,OK
4578,,29.39666400e-3,MOSI,2,0x8800,OK
4579,,29.39666400e-3,MISO,2,0xFFFF,OK
4580,,29.41605600e-3,MOSI,2,0x0200,OK
4581,,29.41605600e-3,MISO,2,0xFFFF,OK
4582,,29.43564000e-3,MOSI,2,0x9400,OK
4583,,29.43564000e-3,MISO,2,0xFFFF,OK
4584,,29.45503200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4585,,29.45503200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4586,,29.75359200e-3,MOSI,2,0x9800,OK
4587,,29.75359200e-3,MISO,2,0xF800,OK
4588,,29.77298400e-3,MOSI,2,0x0200,OK
4589,,29.77298400e-3,MISO,2,0x01FF,OK
4590,,29.79256800e-3,MOSI,2,0x087F,OK
4591,,29.79256800e-3,MISO,2,0xFFFF,OK
4592,,29.81215200e-3,MOSI,2,0x1480,OK
4593,,29.81215200e-3,MISO,2,0x0F80,OK
4594,,29.83154400e-3,MOSI,2,0x1A07,OK
4595,,29.83154400e-3,MISO,2,0x07FF,OK
4596,,29.85112800e-3,MOSI,2,0x1226,OK
4597,,29.85112800e-3,MISO,2,0xFFFE,OK
4598,,29.87052000e-3,MOSI,2,0x020C,OK
4599,,29.87052000e-3,MISO,2,0x01FF,OK
4600,,29.89010400e-3,MOSI,2,0x1A87,OK
4601,,29.89010400e-3,MISO,2,0xFFFF,OK
4602,,29.90949600e-3,MOSI,2,0x8800,OK
4603,,29.90949600e-3,MISO,2,0xFFFF,OK
4604,,29.92908000e-3,MOSI,2,0x0200,OK
4605,,29.92908000e-3,MISO,2,0xFFFF,OK
4606,,29.94866400e-3,MOSI,2,0x9400,OK
4607,,29.94866400e-3,MISO,2,0xFFFF,OK
4608,,29.96805600e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4609,,29.96805600e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4610,,30.26661600e-3,MOSI,2,0x9800,OK
4611,,30.26661600e-3,MISO,2,0xF800,OK
4612,,30.28600800e-3,MOSI,2,0x0200,OK
4613,,30.28600800e-3,MISO,2,0x01FF,OK
4614,,30.30559200e-3,MOSI,2,0x087F,OK
4615,,30.30559200e-3,MISO,2,0xFFFF,OK
4616,,30.32498400e-3,MOSI,2,0x1480,OK
4617,,30.32498400e-3,MISO,2,0x0F80,OK
4618,,30.34456800e-3,MOSI,2,0x1A07,OK
4619,,30.34456800e-3,MISO,2,0x07FF,OK
4620,,30.36415200e-3,MOSI,2,0x1226,OK
4621,,30.36415200e-3,MISO,2,0xFFFE,OK
4622,,30.38354400e-3,MOSI,2,0x020C,OK
4623,,30.38354400e-3,MISO,2,0x01FF,OK
4624,,30.40312800e-3,MOSI,2,0x1A87,OK
4625,,30.40312800e-3,MISO,2,0xFFFF,OK
4626,,30.42252000e-3,MOSI,2,0x8800,OK
4627,,30.42252000e-3,MISO,2,0xFFFF,OK
4628,,30.44210400e-3,MOSI,2,0x0200,OK
4629,,30.44210400e-3,MISO,2,0xFFFF,OK
4630,,30.46149600e-3,MOSI,2,0x9400,OK
4631,,30.46149600e-3,MISO,2,0xFFFF,OK
4632,,30.48108000e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4633,,30.48108000e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4634,,30.77964000e-3,MOSI,2,0x9800,OK
4635,,30.77964000e-3,MISO,2,0xF800,OK
4636,,30.79903200e-3,MOSI,2,0x0200,OK
4637,,30.79903200e-3,MISO,2,0x01FF,OK
4638,,30.81861600e-3,MOSI,2,0x087F,OK
4639,,30.81861600e-3,MISO,2,0xFFFF,OK
4640,,30.83800800e-3,MOSI,2,0x1480,OK
4641,,30.83800800e-3,MISO,2,0x0F80,OK
4642,,30.85759200e-3,MOSI,2,0x1A07,OK
4643,,30.85759200e-3,MISO,2,0x07FF,OK
4644,,30.87698400e-3,MOSI,2,0x1226,OK
4645,,30.87698400e-3,MISO,2,0xFFFE,OK
4646,,30.89656800e-3,MOSI,2,0x020C,OK
4647,,30.89656800e-3,MISO,2,0x01FF,OK
4648,,30.91615200e-3,MOSI,2,0x1A87,OK
4649,,30.91615200e-3,MISO,2,0xFFFF,OK
4650,,30.93554400e-3,MOSI,2,0x8800,OK
4651,,30.93554400e-3,MISO,2,0xFFFF,OK
4652,,30.95512800e-3,MOSI,2,0x0200,OK
4653,,30.95512800e-3,MISO,2,0xFFFF,OK
4654,,30.97452000e-3,MOSI,2,0x9400,OK
4655,,30.97452000e-3,MISO,2,0xFFFF,OK
4656,,30.99410400e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4657,,30.99410400e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4658,,31.29266400e-3,MOSI,2,0x9800,OK
4659,,31.29266400e-3,MISO,2,0xF800,OK
4660,,31.31205600e-3,MOSI,2,0x0200,OK
4661,,31.31205600e-3,MISO,2,0x01FF,OK
4662,,31.33164000e-3,MOSI,2,0x087F,OK
4663,,31.33164000e-3,MISO,2,0xFFFF,OK
4664,,31.35103200e-3,MOSI,2,0x1480,OK
4665,,31.35103200e-3,MISO,2,0x0F80,OK
4666,,31.37061600e-3,MOSI,2,0x1A07,OK
4667,,31.37061600e-3,MISO,2,0x07FF,OK
4668,,31.39000800e-3,MOSI,2,0x1226,OK
4669,,31.39000800e-3,MISO,2,0xFFFE,OK
4670,,31.40959200e-3,MOSI,2,0x020C,OK
4671,,31.40959200e-3,MISO,2,0x01FF,OK
4672,,31.42898400e-3,MOSI,2,0x1A87,OK
4673,,31.42898400e-3,MISO,2,0xFFFF,OK
4674,,31.44856800e-3,MOSI,2,0x8800,OK
4675,,31.44856800e-3,MISO,2,0xFFFF,OK
4676,,31.46815200e-3,MOSI,2,0x0200,OK
4677,,31.46815200e-3,MISO,2,0xFFFF,OK
4678,,31.48754400e-3,MOSI,2,0x9400,OK
4679,,31.48754400e-3,MISO,2,0xFFFF,OK
4680,,31.50712800e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4681,,31.50712800e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4682,,31.80549600e-3,MOSI,2,0x9800,OK
4683,,31.80549600e-3,MISO,2,0xF800,OK
4684,,31.82508000e-3,MOSI,2,0x0200,OK
4685,,31.82508000e-3,MISO,2,0x01FF,OK
4686,,31.84466400e-3,MOSI,2,0x087F,OK
4687,,31.84466400e-3,MISO,2,0xFFFF,OK
4688,,31.86405600e-3,MOSI,2,0x1480,OK
4689,,31.86405600e-3,MISO,2,0x0F80,OK
4690,,31.88364000e-3,MOSI,2,0x1A07,OK
4691,,31.88364000e-3,MISO,2,0x07FF,OK
4692,,31.90303200e-3,MOSI,2,0x1226,OK
4693,,31.90303200e-3,MISO,2,0xFFFE,OK
4694,,31.92261600e-3,MOSI,2,0x020C,OK
4695,,31.92261600e-3,MISO,2,0x01FF,OK
4696,,31.94200800e-3,MOSI,2,0x1A87,OK
4697,,31.94200800e-3,MISO,2,0xFFFF,OK
4698,,31.96159200e-3,MOSI,2,0x8800,OK
4699,,31.96159200e-3,MISO,2,0xFFFF,OK
4700,,31.98098400e-3,MOSI,2,0x0200,OK
4701,,31.98098400e-3,MISO,2,0xFFFF,OK
4702,,32.00056800e-3,MOSI,2,0x9400,OK
4703,,32.00056800e-3,MISO,2,0xFFFF,OK
4704,,32.02015200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4705,,32.02015200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4706,,32.31852000e-3,MOSI,2,0x9800,OK
4707,,32.31852000e-3,MISO,2,0xF800,OK
4708,,32.33810400e-3,MOSI,2,0x0200,OK
4709,,32.33810400e-3,MISO,2,0x01FF,OK
4710,,32.35749600e-3,MOSI,2,0x087F,OK
4711,,32.35749600e-3,MISO,2,0xFFFF,OK
4712,,32.37708000e-3,MOSI,2,0x1480,OK
4713,,32.37708000e-3,MISO,2,0x0F80,OK
4714,,32.39666400e-3,MOSI,2,0x1A07,OK
4715,,32.39666400e-3,MISO,2,0x07FF,OK
4716,,32.41605600e-3,MOSI,2,0x1226,OK
4717,,32.41605600e-3,MISO,2,0xFFFE,OK
4718,,32.43564000e-3,MOSI,2,0x020C,OK
4719,,32.43564000e-3,MISO,2,0x01FF,OK
4720,,32.45503200e-3,MOSI,2,0x1A87,OK
4721,,32.45503200e-3,MISO,2,0xFFFF,OK
4722,,32.47461600e-3,MOSI,2,0x8800,OK
4723,,32.47461600e-3,MISO,2,0xFFFF,OK
4724,,32.49400800e-3,MOSI,2,0x0200,OK
4725,,32.49400800e-3,MISO,2,0xFFFF,OK
4726,,32.51359200e-3,MOSI,2,0x9400,OK
4727,,32.51359200e-3,MISO,2,0xFFFF,OK
4728,,32.53298400e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4729,,32.53298400e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4730,,32.83154400e-3,MOSI,2,0x9800,OK
4731,,32.83154400e-3,MISO,2,0xF800,OK
4732,,32.85112800e-3,MOSI,2,0x0200,OK
4733,,32.85112800e-3,MISO,2,0x01FF,OK
4734,,32.87052000e-3,MOSI,2,0x087F,OK
4735,,32.87052000e-3,MISO,2,0xFFFF,OK
4736,,32.89010400e-3,MOSI,2,0x1480,OK
4737,,32.89010400e-3,MISO,2,0x0F80,OK
4738,,32.90949600e-3,MOSI,2,0x1A07,OK
4739,,32.90949600e-3,MISO,2,0x07FF,OK
4740,,32.92908000e-3,MOSI,2,0x1226,OK
4741,,32.92908000e-3,MISO,2,0xFFFE,OK
4742,,32.94866400e-3,MOSI,2,0x020C,OK
4743,,32.94866400e-3,MISO,2,0x01FF,OK
4744,,32.96805600e-3,MOSI,2,0x1A87,OK
4745,,32.96805600e-3,MISO,2,0xFFFF,OK
4746,,32.98764000e-3,MOSI,2,0x8800,OK
4747,,32.98764000e-3,MISO,2,0xFFFF,OK
4748,,33.00703200e-3,MOSI,2,0x0200,OK
4749,,33.00703200e-3,MISO,2,0xFFFF,OK
4750,,33.02661600e-3,MOSI,2,0x9400,OK
4751,,33.02661600e-3,MISO,2,0xFFFF,OK
4752,,33.04600800e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4753,,33.04600800e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4754,,33.34456800e-3,MOSI,2,0x9800,OK
4755,,33.34456800e-3,MISO,2,0xF800,OK
4756,,33.36415200e-3,MOSI,2,0x0200,OK
4757,,33.36415200e-3,MISO,2,0x01FF,OK
4758,,33.38354400e-3,MOSI,2,0x087F,OK
4759,,33.38354400e-3,MISO,2,0xFFFF,OK
4760,,33.40312800e-3,MOSI,2,0x1480,OK
4761,,33.40312800e-3,MISO,2,0x0F80,OK
4762,,33.42252000e-3,MOSI,2,0x1A07,OK
4763,,33.42252000e-3,MISO,2,0x07FF,OK
4764,,33.44210400e-3,MOSI,2,0x1226,OK
4765,,33.44210400e-3,MISO,2,0xFFFE,OK
4766,,33.46149600e-3,MOSI,2,0x020C,OK
4767,,33.46149600e-3,MISO,2,0x01FF,OK
4768,,33.48108000e-3,MOSI,2,0x1A87,OK
4769,,33.48108000e-3,MISO,2,0xFFFF,OK
4770,,33.50066400e-3,MOSI,2,0x8800,OK
4771,,33.50066400e-3,MISO,2,0xFFFF,OK
4772,,33.52005600e-3,MOSI,2,0x0200,OK
4773,,33.52005600e-3,MISO,2,0xFFFF,OK
4774,,33.53964000e-3,MOSI,2,0x9400,OK
4775,,33.53964000e-3,MISO,2,0xFFFF,OK
4776,,33.55903200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4777,,33.55903200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4778,,33.85759200e-3,MOSI,2,0x9800,OK
4779,,33.85759200e-3,MISO,2,0xF800,OK
4780,,33.87698400e-3,MOSI,2,0x0200,OK
4781,,33.87698400e-3,MISO,2,0x01FF,OK
4782,,33.89656800e-3,MOSI,2,0x087F,OK
4783,,33.89656800e-3,MISO,2,0xFFFF,OK
4784,,33.91615200e-3,MOSI,2,0x1480,OK
4785,,33.91615200e-3,MISO,2,0x0F80,OK
4786,,33.93554400e-3,MOSI,2,0x1A07,OK
4787,,33.93554400e-3,MISO,2,0x07FF,OK
4788,,33.95512800e-3,MOSI,2,0x1226,OK
4789,,33.95512800e-3,MISO,2,0xFFFE,OK
4790,,33.97452000e-3,MOSI,2,0x020C,OK
4791,,33.97452000e-3,MISO,2,0x01FF,OK
4792,,33.99410400e-3,MOSI,2,0x1A87,OK
4793,,33.99410400e-3,MISO,2,0xFFFF,OK
4794,,34.01349600e-3,MOSI,2,0x8800,OK
4795,,34.01349600e-3,MISO,2,0xFFFF,OK
4796,,34.03308000e-3,MOSI,2,0x0200,OK
4797,,34.03308000e-3,MISO,2,0xFFFF,OK
4798,,34.05266400e-3,MOSI,2,0x9400,OK
4799,,34.05266400e-3,MISO,2,0xFFFF,OK
4800,,34.07205600e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4801,,34.07205600e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4802,,34.37061600e-3,MOSI,2,0x9800,OK
4803,,34.37061600e-3,MISO,2,0xF800,OK
4804,,34.39000800e-3,MOSI,2,0x0200,OK
4805,,34.39000800e-3,MISO,2,0x01FF,OK
4806,,34.40959200e-3,MOSI,2,0x087F,OK
4807,,34.40959200e-3,MISO,2,0xFFFF,OK
4808,,34.42898400e-3,MOSI,2,0x1480,OK
4809,,34.42898400e-3,MISO,2,0x0F80,OK
4810,,34.44856800e-3,MOSI,2,0x1A07,OK
4811,,34.44856800e-3,MISO,2,0x07FF,OK
4812,,34.46815200e-3,MOSI,2,0x1226,OK
4813,,34.46815200e-3,MISO,2,0xFFFE,OK
4814,,34.48754400e-3,MOSI,2,0x020C,OK
4815,,34.48754400e-3,MISO,2,0x01FF,OK
4816,,34.50712800e-3,MOSI,2,0x1A87,OK
4817,,34.50712800e-3,MISO,2,0xFFFF,OK
4818,,34.52652000e-3,MOSI,2,0x8800,OK
4819,,34.52652000e-3,MISO,2,0xFFFF,OK
4820,,34.54610400e-3,MOSI,2,0x0200,OK
4821,,34.54610400e-3,MISO,2,0xFFFF,OK
4822,,34.56549600e-3,MOSI,2,0x9400,OK
4823,,34.56549600e-3,MISO,2,0xFFFF,OK
4824,,34.58508000e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4825,,34.58508000e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4826,,34.88364000e-3,MOSI,2,0x9800,OK
4827,,34.88364000e-3,MISO,2,0xF800,OK
4828,,34.90303200e-3,MOSI,2,0x0200,OK
4829,,34.90303200e-3,MISO,2,0x01FF,OK
4830,,34.92261600e-3,MOSI,2,0x087F,OK
4831,,34.92261600e-3,MISO,2,0xFFFF,OK
4832,,34.94200800e-3,MOSI,2,0x1480,OK
4833,,34.94200800e-3,MISO,2,0x0F80,OK
4834,,34.96159200e-3,MOSI,2,0x1A07,OK
4835,,34.96159200e-3,MISO,2,0x07FF,OK
4836,,34.98098400e-3,MOSI,2,0x1226,OK
4837,,34.98098400e-3,MISO,2,0xFFFE,OK
4838,,35.00056800e-3,MOSI,2,0x020C,OK
4839,,35.00056800e-3,MISO,2,0x01FF,OK
4840,,35.02015200e-3,MOSI,2,0x1A87,OK
4841,,35.02015200e-3,MISO,2,0xFFFF,OK
4842,,35.03954400e-3,MOSI,2,0x8800,OK
4843,,35.03954400e-3,MISO,2,0xFFFF,OK
4844,,35.05912800e-3,MOSI,2,0x0200,OK
4845,,35.05912800e-3,MISO,2,0xFFFF,OK
4846,,35.07852000e-3,MOSI,2,0x9400,OK
4847,,35.07852000e-3,MISO,2,0xFFFF,OK
4848,,35.09810400e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4849,,35.09810400e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4850,,35.39666400e-3,MOSI,2,0x9800,OK
4851,,35.39666400e-3,MISO,2,0xF800,OK
4852,,35.41605600e-3,MOSI,2,0x0200,OK
4853,,35.41605600e-3,MISO,2,0x01FF,OK
4854,,35.43564000e-3,MOSI,2,0x087F,OK
4855,,35.43564000e-3,MISO,2,0xFFFF,OK
4856,,35.45503200e-3,MOSI,2,0x1480,OK
4857,,35.45503200e-3,MISO,2,0x0F80,OK
4858,,35.47461600e-3,MOSI,2,0x1A07,OK
4859,,35.47461600e-3,MISO,2,0x07FF,OK
4860,,35.49400800e-3,MOSI,2,0x1226,OK
4861,,35.49400800e-3,MISO,2,0xFFFE,OK
4862,,35.51359200e-3,MOSI,2,0x020C,OK
4863,,35.51359200e-3,MISO,2,0x01FF,OK
4864,,35.53298400e-3,MOSI,2,0x1A87,OK
4865,,35.53298400e-3,MISO,2,0xFFFF,OK
4866,,35.55256800e-3,MOSI,2,0x8800,OK
4867,,35.55256800e-3,MISO,2,0xFFFF,OK
4868,,35.57215200e-3,MOSI,2,0x0200,OK
4869,,35.57215200e-3,MISO,2,0xFFFF,OK
4870,,35.59154400e-3,MOSI,2,0x9400,OK
4871,,35.59154400e-3,MISO,2,0xFFFF,OK
4872,,35.61112800e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4873,,35.61112800e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4874,,35.90949600e-3,MOSI,2,0x9800,OK
4875,,35.90949600e-3,MISO,2,0xF800,OK
4876,,35.92908000e-3,MOSI,2,0x0200,OK
4877,,35.92908000e-3,MISO,2,0x01FF,OK
4878,,35.94866400e-3,MOSI,2,0x087F,OK
4879,,35.94866400e-3,MISO,2,0xFFFF,OK
4880,,35.96805600e-3,MOSI,2,0x1480,OK
4881,,35.96805600e-3,MISO,2,0x0F80,OK
4882,,35.98764000e-3,MOSI,2,0x1A07,OK
4883,,35.98764000e-3,MISO,2,0x07FF,OK
4884,,36.00703200e-3,MOSI,2,0x1226,OK
4885,,36.00703200e-3,MISO,2,0xFFFE,OK
4886,,36.02661600e-3,MOSI,2,0x020C,OK
4887,,36.02661600e-3,MISO,2,0x01FF,OK
4888,,36.04600800e-3,MOSI,2,0x1A87,OK
4889,,36.04600800e-3,MISO,2,0xFFFF,OK
4890,,36.06559200e-3,MOSI,2,0x8800,OK
4891,,36.06559200e-3,MISO,2,0xFFFF,OK
4892,,36.08498400e-3,MOSI,2,0x0200,OK
4893,,36.08498400e-3,MISO,2,0xFFFF,OK
4894,,36.10456800e-3,MOSI,2,0x9400,OK
4895,,36.10456800e-3,MISO,2,0xFFFF,OK
4896,,36.12415200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4897,,36.12415200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4898,,36.42252000e-3,MOSI,2,0x9800,OK
4899,,36.42252000e-3,MISO,2,0xF800,OK
4900,,36.44210400e-3,MOSI,2,0x0200,OK
4901,,36.44210400e-3,MISO,2,0x01FF,OK
4902,,36.46149600e-3,MOSI,2,0x087F,OK
4903,,36.46149600e-3,MISO,2,0xFFFF,OK
4904,,36.48108000e-3,MOSI,2,0x1480,OK
4905,,36.48108000e-3,MISO,2,0x0F80,OK
4906,,36.50066400e-3,MOSI,2,0x1A07,OK
4907,,36.50066400e-3,MISO,2,0x07FF,OK
4908,,36.52005600e-3,MOSI,2,0x1226,OK
4909,,36.52005600e-3,MISO,2,0xFFFE,OK
4910,,36.53964000e-3,MOSI,2,0x020C,OK
4911,,36.53964000e-3,MISO,2,0x01FF,OK
4912,,36.55903200e-3,MOSI,2,0x1A87,OK
4913,,36.55903200e-3,MISO,2,0xFFFF,OK
4914,,36.57861600e-3,MOSI,2,0x8800,OK
4915,,36.57861600e-3,MISO,2,0xFFFF,OK
4916,,36.59800800e-3,MOSI,2,0x0200,OK
4917,,36.59800800e-3,MISO,2,0xFFFF,OK
4918,,36.61759200e-3,MOSI,2,0x9400,OK
4919,,36.61759200e-3,MISO,2,0xFFFF,OK
4920,,36.63698400e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4921,,36.63698400e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4922,,36.93554400e-3,MOSI,2,0x9800,OK
4923,,36.93554400e-3,MISO,2,0xF800,OK
4924,,36.95512800e-3,MOSI,2,0x0200,OK
4925,,36.95512800e-3,MISO,2,0x01FF,OK
4926,,36.97452000e-3,MOSI,2,0x087F,OK
4927,,36.97452000e-3,MISO,2,0xFFFF,OK
4928,,36.99410400e-3,MOSI,2,0x1480,OK
4929,,36.99410400e-3,MISO,2,0x0F80,OK
4930,,37.01349600e-3,MOSI,2,0x1A07,OK
4931,,37.01349600e-3,MISO,2,0x07FF,OK
4932,,37.03308000e-3,MOSI,2,0x1226,OK
4933,,37.03308000e-3,MISO,2,0xFFFE,OK
4934,,37.05266400e-3,MOSI,2,0x020C,OK
4935,,37.05266400e-3,MISO,2,0x01FF,OK
4936,,37.07205600e-3,MOSI,2,0x1A87,OK
4937,,37.07205600e-3,MISO,2,0xFFFF,OK
4938,,37.09164000e-3,MOSI,2,0x8800,OK
4939,,37.09164000e-3,MISO,2,0xFFFF,OK
4940,,37.11103200e-3,MOSI,2,0x0200,OK
4941,,37.11103200e-3,MISO,2,0xFFFF,OK
4942,,37.13061600e-3,MOSI,2,0x9400,OK
4943,,37.13061600e-3,MISO,2,0xFFFF,OK
4944,,37.15000800e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4945,,37.15000800e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4946,,37.44856800e-3,MOSI,2,0x9800,OK
4947,,37.44856800e-3,MISO,2,0xF800,OK
4948,,37.46815200e-3,MOSI,2,0x0200,OK
4949,,37.46815200e-3,MISO,2,0x01FF,OK
4950,,37.48754400e-3,MOSI,2,0x087F,OK
4951,,37.48754400e-3,MISO,2,0xFFFF,OK
4952,,37.50712800e-3,MOSI,2,0x1480,OK
4953,,37.50712800e-3,MISO,2,0x0F80,OK
4954,,37.52652000e-3,MOSI,2,0x1A07,OK
4955,,37.52652000e-3,MISO,2,0x07FF,OK
4956,,37.54610400e-3,MOSI,2,0x1226,OK
4957,,37.54610400e-3,MISO,2,0xFFFE,OK
4958,,37.56549600e-3,MOSI,2,0x020C,OK
4959,,37.56549600e-3,MISO,2,0x01FF,OK
4960,,37.58508000e-3,MOSI,2,0x1A87,OK
4961,,37.58508000e-3,MISO,2,0xFFFF,OK
4962,,37.60466400e-3,MOSI,2,0x8800,OK
4963,,37.60466400e-3,MISO,2,0xFFFF,OK
4964,,37.62405600e-3,MOSI,2,0x0200,OK
4965,,37.62405600e-3,MISO,2,0xFFFF,OK
4966,,37.64364000e-3,MOSI,2,0x9400,OK
4967,,37.64364000e-3,MISO,2,0xFFFF,OK
4968,,37.66303200e-3,MOSI,33,0x920000000000000000000000000000000000000000000000000000000000000000,OK
4969,,37.66303200e-3,MISO,33,0x8FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF,OK
4970,,37.96159200e-3,MOSI,2,0x9800,OK
4971,,37.96159200e-3,MISO,2,0xF800,OK
4972,,37.98098400e-3,MOSI,2,0x0200,OK
4973,,37.98098400e-3,MISO,2,0x01FF,OK
4974,,38.00056800e-3,MOSI,2,0x087F,OK
4975,,38.00056800e-3,MISO,2,0xFFFF,OK
4976,,38.02015200e-3,MOSI,2,0x1480,OK
4977,,38.02015200e-3,MISO,2,0x0F80,OK
4978,,38.03954400e-3,MOSI,2,0x1A07,OK
4979,,38.03954400e-3,MISO,2,0x07FF,OK
4980,,38.05912800e-3,MOSI,2,0x1226,OK
4981,,38.05912800e-3,MISO,2,0xFFFE,OK
4982,,38.07852000e-3,MOSI,2,0x020C,OK
4983,,38.07852000e-3,MISO,2,0x01FF,OK
4984,,38.09810400e-3,MOSI,2,0x1A87,OK
